,ClassName,FileName,Unnamed: 0,XMax,XMin,YMax,YMin
3808,Person,9c0059f94164d08f.jpg,2623.0,0.789333,0.671333,0.806667,0.377778
3809,Person,10e3b7dc82a81b9b.jpg,1934.0,0.393125,0.033125,0.911488,0.36064
3810,Person,10e3b7dc82a81b9b.jpg,1935.0,0.550625,0.33,0.86064,0.536723
3811,Car,05dc223ebf80f0c0.jpg,1362.0,0.85875,0.0375,0.968015,0.146754
3812,Car,05dc223ebf80f0c0.jpg,1363.0,0.22125,0.00125,0.333961,0.190028
3813,Car,05dc223ebf80f0c0.jpg,1364.0,0.450625,0.00375,0.642521,0.172154
3814,Car,05dc223ebf80f0c0.jpg,1365.0,0.999375,0.76375,0.999059,0.357479
3815,Car,300f7c8fe2cee799.jpg,1029.0,0.992969,0.094531,0.8842110000000001,0.11462
3816,Truck,a89e1811ed072dba.jpg,584.0,0.2225,0.0,0.753501,0.4220350000000001
3817,Truck,a89e1811ed072dba.jpg,585.0,0.353125,0.235625,0.6825399999999999,0.5163399999999999
3818,Truck,a89e1811ed072dba.jpg,586.0,0.383125,0.334375,0.661998,0.5471520000000001
3819,Truck,a89e1811ed072dba.jpg,587.0,0.4125,0.37875,0.638655,0.563959
3820,Truck,a89e1811ed072dba.jpg,588.0,0.440625,0.391875,0.6311859999999999,0.563959
3821,Truck,a89e1811ed072dba.jpg,589.0,0.449375,0.435625,0.627451,0.572362
3822,Truck,a89e1811ed072dba.jpg,590.0,0.46125,0.438125,0.647059,0.579832
3823,Truck,a89e1811ed072dba.jpg,591.0,0.48,0.465,0.625584,0.5835670000000001
3824,Truck,a89e1811ed072dba.jpg,592.0,0.489375,0.4775,0.621849,0.581699
3825,Truck,a89e1811ed072dba.jpg,593.0,0.57,0.548125,0.6311859999999999,0.5891689999999999
3826,Truck,a89e1811ed072dba.jpg,594.0,0.58125,0.5675,0.634921,0.581699
3827,Truck,a89e1811ed072dba.jpg,595.0,0.595625,0.58125,0.629318,0.576097
3828,Truck,a89e1811ed072dba.jpg,596.0,0.615,0.591875,0.644258,0.565826
3829,Truck,a89e1811ed072dba.jpg,597.0,0.645625,0.6125,0.654528,0.5602239999999999
3830,Truck,a89e1811ed072dba.jpg,598.0,0.675,0.62875,0.658263,0.543417
3831,Truck,a89e1811ed072dba.jpg,599.0,0.78875,0.66875,0.67507,0.514472
3832,Truck,a89e1811ed072dba.jpg,600.0,0.999375,0.748125,0.8356680000000001,0.35014
3833,Car,0d3fa3b001d2a67b.jpg,1942.0,0.101875,0.0075,0.194167,0.1275
3834,Car,0d3fa3b001d2a67b.jpg,1943.0,0.71375,0.6275,0.124167,0.045
3835,Car,a0d64232d2411bbd.jpg,1791.0,0.345,0.0525,0.500833,0.281667
3836,Car,a0d64232d2411bbd.jpg,1792.0,0.0575,0.0,0.4675,0.3625
3837,Car,a0d64232d2411bbd.jpg,1793.0,0.115625,0.02125,0.484167,0.3625
3838,Car,a0d64232d2411bbd.jpg,1794.0,0.728125,0.535625,0.479167,0.31916700000000003
3839,Truck,493743330869f113.jpg,703.0,0.971875,0.041875,0.9175,0.184167
3840,Person,74cf0fb434bad79e.jpg,3584.0,0.999375,0.0,0.826779,0.0
3841,Person,47df981ba82e224c.jpg,41.0,0.654375,0.359375,0.925,0.198333
3842,Person,47df981ba82e224c.jpg,42.0,0.32375,0.303125,0.449167,0.361667
3843,Person,47df981ba82e224c.jpg,43.0,0.420625,0.40375,0.395833,0.371667
3844,Person,47df981ba82e224c.jpg,44.0,0.70125,0.66625,0.4875,0.363333
3845,Person,5878c874faa5a8d3.jpg,1808.0,0.86,0.204444,0.993333,0.046667
3846,Person,5878c874faa5a8d3.jpg,1809.0,0.998889,0.857778,0.9675,0.258333
3847,Truck,a2d34b866c007acb.jpg,1014.0,0.773125,0.274375,0.402266,0.045326
3848,Truck,57866767d457d289.jpg,620.0,0.424953,0.000938,0.69375,0.563125
3849,Car,32ac43a9de934f35.jpg,2592.0,0.21375,0.093125,0.804708,0.6966
3850,Car,32ac43a9de934f35.jpg,2593.0,0.1125,0.0,0.8395809999999999,0.686138
3851,Car,32ac43a9de934f35.jpg,2594.0,0.665,0.551875,0.802092,0.707062
3852,Car,32ac43a9de934f35.jpg,2595.0,0.77625,0.655625,0.803836,0.6878810000000001
3853,Car,32ac43a9de934f35.jpg,2596.0,0.899375,0.78,0.810811,0.705318
3854,Car,32ac43a9de934f35.jpg,2597.0,0.999375,0.950625,0.817786,0.7166520000000001
3855,Person,bfc4c33564889eb7.jpg,3602.0,0.78,0.698125,0.766875,0.55125
3856,Person,bfc4c33564889eb7.jpg,3603.0,0.136875,0.06,0.88625,0.775
3857,Person,bfc4c33564889eb7.jpg,3604.0,0.328125,0.268125,0.715,0.511875
3858,Person,bfc4c33564889eb7.jpg,3605.0,0.33,0.285625,0.83,0.775
3859,Person,bfc4c33564889eb7.jpg,3606.0,0.39125,0.328125,0.836875,0.765
3860,Person,bfc4c33564889eb7.jpg,3607.0,0.41875,0.35875,0.739375,0.56
3861,Person,bfc4c33564889eb7.jpg,3608.0,0.61875,0.54375,0.875625,0.78375
3862,Person,bfc4c33564889eb7.jpg,3609.0,0.68875,0.603125,0.945625,0.833125
3863,Person,bfc4c33564889eb7.jpg,3610.0,0.7125,0.65625,0.600625,0.483125
3864,Person,bfc4c33564889eb7.jpg,3611.0,0.784375,0.738125,0.935625,0.8775
3865,Person,e9eb1020c856403b.jpg,3567.0,0.808199,0.281113,1.0,0.0
3866,Car,972f04a9dc825efb.jpg,775.0,0.998438,0.8234379999999999,0.927083,0.647917
3867,Truck,0aea30184a3aecb9.jpg,1034.0,0.946667,0.119167,0.957778,0.175556
3868,Truck,403919060c1dbf64.jpg,44.0,0.935547,0.604492,0.967448,0.6679689999999999
3869,Truck,403919060c1dbf64.jpg,45.0,0.665039,0.012695,0.998698,0.602865
3870,Person,1ac394aae51cb9cf.jpg,1071.0,0.367647,0.331699,0.6699350000000001,0.625817
3871,Person,1ac394aae51cb9cf.jpg,1072.0,0.423203,0.377451,0.604575,0.501634
3872,Person,1ac394aae51cb9cf.jpg,1073.0,0.478758,0.405229,0.937908,0.779412
3873,Person,1ac394aae51cb9cf.jpg,1074.0,0.49183,0.434641,0.931373,0.777778
3874,Person,1ac394aae51cb9cf.jpg,1075.0,0.48366,0.439542,0.751634,0.629085
3875,Person,1ac394aae51cb9cf.jpg,1076.0,0.513072,0.460784,0.794118,0.6307189999999999
3876,Person,1ac394aae51cb9cf.jpg,1077.0,0.5653590000000001,0.5,0.808824,0.723856
3877,Person,1ac394aae51cb9cf.jpg,1078.0,0.575163,0.5,0.990196,0.7843140000000001
3878,Person,1ac394aae51cb9cf.jpg,1079.0,0.622549,0.544118,0.8398690000000001,0.74183
3879,Person,1ac394aae51cb9cf.jpg,1080.0,0.599673,0.555556,0.771242,0.723856
3880,Person,1ac394aae51cb9cf.jpg,1081.0,0.614379,0.555556,0.998366,0.80719
3881,Person,1ac394aae51cb9cf.jpg,1082.0,0.6699350000000001,0.609477,0.911765,0.7385619999999999
3882,Person,1ac394aae51cb9cf.jpg,1083.0,0.676471,0.622549,0.998366,0.79902
3883,Person,1ac394aae51cb9cf.jpg,1084.0,0.707516,0.656863,0.787582,0.7320260000000001
3884,Person,1ac394aae51cb9cf.jpg,1085.0,0.7549020000000001,0.70915,0.771242,0.6846409999999999
3885,Person,1ac394aae51cb9cf.jpg,1086.0,0.79902,0.7336600000000001,0.781046,0.748366
3886,Person,1ac394aae51cb9cf.jpg,1087.0,0.821895,0.79085,0.779412,0.7385619999999999
3887,Person,1ac394aae51cb9cf.jpg,1088.0,0.8300649999999999,0.794118,0.751634,0.7026140000000001
3888,Person,1ac394aae51cb9cf.jpg,1089.0,0.854575,0.79902,0.779412,0.7385619999999999
3889,Person,1ac394aae51cb9cf.jpg,1090.0,0.8611110000000001,0.820261,0.748366,0.712418
3890,Person,1ac394aae51cb9cf.jpg,1091.0,0.8856209999999999,0.848039,0.821895,0.7385619999999999
3891,Person,1ac394aae51cb9cf.jpg,1092.0,0.900327,0.859477,0.818627,0.77451
3892,Person,1ac394aae51cb9cf.jpg,1093.0,0.908497,0.872549,0.7614380000000001,0.730392
3893,Truck,faa38e6ce620e165.jpg,213.0,0.163125,0.014375,0.61,0.469167
3894,Truck,ccbb80ea5dc5980e.jpg,640.0,0.969375,0.051875,0.899167,0.259167
3895,Truck,4419f8ae4786aa96.jpg,1181.0,0.978125,0.0925,0.90113,0.06402999999999999
3896,Person,d447023dc46e959e.jpg,2147.0,0.982109,0.145951,0.999375,0.03875
3897,Truck,27c0e37f2617b35c.jpg,958.0,0.1975,0.0,0.896907,0.64761
3898,Car,64425d25de944d90.jpg,657.0,0.640625,0.523125,0.99,0.869167
3899,Car,64425d25de944d90.jpg,658.0,0.539375,0.43125,0.835833,0.703333
3900,Truck,c2ca9ac80671d5f3.jpg,1325.0,0.7959999999999999,0.2,0.668667,0.342
3901,Person,fb2890abc25b3ceb.jpg,3361.0,0.5664060000000001,0.482422,0.536458,0.234375
3902,Person,fb2890abc25b3ceb.jpg,3362.0,0.288086,0.227539,0.545573,0.248698
3903,Person,fb2890abc25b3ceb.jpg,3363.0,0.914062,0.829102,0.5351560000000001,0.191406
3904,Person,fb2890abc25b3ceb.jpg,3364.0,0.999023,0.939453,0.533854,0.227865
3905,Car,2f160f94eeba8a7c.jpg,374.0,0.098125,0.05625,0.322674,0.252907
3906,Car,2f160f94eeba8a7c.jpg,375.0,0.8825,0.104375,0.878876,0.146318
3907,Car,2f160f94eeba8a7c.jpg,376.0,0.184375,0.128125,0.322674,0.232558
3908,Car,2f160f94eeba8a7c.jpg,377.0,0.999375,0.52125,0.621124,0.16763599999999998
3909,Car,2f160f94eeba8a7c.jpg,378.0,0.999375,0.93375,0.344961,0.225775
3910,Truck,d7f21ac6358cc672.jpg,882.0,0.725,0.03125,0.916667,0.0
3911,Car,7245bb0df6005a6f.jpg,2492.0,0.25,0.13125,0.597561,0.518762
3912,Person,96010c732dc984de.jpg,3504.0,0.105,0.039375,0.6,0.543333
3913,Person,96010c732dc984de.jpg,3505.0,0.1425,0.07125,0.794167,0.6
3914,Person,96010c732dc984de.jpg,3506.0,0.789375,0.71875,0.630833,0.385
3915,Truck,aa0989c03fc43980.jpg,568.0,0.8075,0.09375,0.8182689999999999,0.225962
3916,Person,94f69e2c1f7a2667.jpg,850.0,0.6425,0.266667,0.51,0.03
3917,Person,839be95e337ea93a.jpg,2412.0,0.240625,0.021875,1.0,0.101695
3918,Person,839be95e337ea93a.jpg,2413.0,0.47625,0.234375,0.996234,0.169492
3919,Person,839be95e337ea93a.jpg,2414.0,0.63375,0.4175,0.996234,0.16760799999999998
3920,Truck,551819d60293e66e.jpg,908.0,0.911875,0.15625,0.979362,0.053471000000000005
3921,Truck,da08d7ab60a0fe90.jpg,704.0,0.6025,0.128333,0.740625,0.405625
3922,Truck,da08d7ab60a0fe90.jpg,705.0,0.679167,0.521667,0.588125,0.396875
3923,Truck,4493b3000490b3c5.jpg,769.0,0.74875,0.490625,0.682597,0.27772800000000003
3924,Person,308c3fa6d39420c8.jpg,1852.0,0.259375,0.089375,0.8663700000000001,0.006682
3925,Person,308c3fa6d39420c8.jpg,1853.0,0.5825,0.401875,0.998886,0.596882
3926,Person,308c3fa6d39420c8.jpg,1854.0,0.78,0.534375,0.998886,0.0
3927,Truck,3ce5a08db21e8424.jpg,315.0,0.573125,0.4375,0.776526,0.558685
3928,Person,387e3dd86cb19115.jpg,2845.0,0.551875,0.446875,0.718021,0.437909
3929,Person,387e3dd86cb19115.jpg,2846.0,0.21375,0.01875,0.838469,0.457516
3930,Person,387e3dd86cb19115.jpg,2847.0,0.1675,0.098125,0.633987,0.435107
3931,Person,387e3dd86cb19115.jpg,2848.0,0.300625,0.16,0.796452,0.43324
3932,Person,387e3dd86cb19115.jpg,2849.0,0.4275,0.284375,0.788982,0.436975
3933,Person,387e3dd86cb19115.jpg,2850.0,0.438125,0.36,0.643324,0.40803
3934,Person,387e3dd86cb19115.jpg,2851.0,0.710625,0.511875,0.8450049999999999,0.482726
3935,Person,387e3dd86cb19115.jpg,2852.0,0.654375,0.604375,0.5247430000000001,0.427638
3936,Person,387e3dd86cb19115.jpg,2853.0,0.73125,0.649375,0.648926,0.450047
3937,Person,387e3dd86cb19115.jpg,2854.0,0.858125,0.73625,0.5901029999999999,0.42577
3938,Person,387e3dd86cb19115.jpg,2855.0,0.835,0.74125,0.756303,0.490196
3939,Person,387e3dd86cb19115.jpg,2856.0,0.99625,0.83,0.8272639999999999,0.459384
3940,Person,387e3dd86cb19115.jpg,2857.0,0.999375,0.965625,0.706816,0.436975
3941,Car,3dd9ef6b11a89206.jpg,2138.0,0.209,0.0,0.469173,0.246617
3942,Car,3dd9ef6b11a89206.jpg,2139.0,0.9209999999999999,0.008,0.721804,0.18797
3943,Car,3dd9ef6b11a89206.jpg,2140.0,0.436,0.272,0.321805,0.266165
3944,Car,3dd9ef6b11a89206.jpg,2141.0,0.9740000000000001,0.8170000000000001,0.457143,0.285714
3945,Car,d6c83df645b8bafc.jpg,684.0,0.924375,0.015625,0.991087,0.101604
3946,Person,2c441516f513afb4.jpg,950.0,0.4875,0.4225,0.443333,0.285833
3947,Person,2c441516f513afb4.jpg,951.0,0.108125,0.0475,0.63,0.475
3948,Person,2c441516f513afb4.jpg,952.0,0.115,0.064375,0.518333,0.315
3949,Person,2c441516f513afb4.jpg,953.0,0.7425,0.691875,0.585,0.5075
3950,Person,2c441516f513afb4.jpg,954.0,0.799375,0.764375,0.581667,0.523333
3951,Person,2c441516f513afb4.jpg,955.0,0.885625,0.855,0.58,0.518333
3952,Person,2c441516f513afb4.jpg,956.0,0.986875,0.93375,0.566667,0.525
3953,Car,1bbc0bbe499e1ab5.jpg,2385.0,0.134167,0.0,0.544167,0.444167
3954,Car,1bbc0bbe499e1ab5.jpg,2386.0,0.258333,0.201667,0.511667,0.465
3955,Car,1bbc0bbe499e1ab5.jpg,2387.0,0.3825,0.323333,0.523333,0.468333
3956,Car,1bbc0bbe499e1ab5.jpg,2388.0,0.526667,0.490833,0.511667,0.46
3957,Person,f68ebe3027e4d384.jpg,2655.0,0.395625,0.0,0.7375,0.466667
3958,Person,f68ebe3027e4d384.jpg,2656.0,0.999375,0.0,0.999167,0.4275
3959,Person,f68ebe3027e4d384.jpg,2657.0,0.371875,0.11875,0.999167,0.809167
3960,Person,f68ebe3027e4d384.jpg,2658.0,0.4175,0.368125,0.6525,0.485833
3961,Person,f68ebe3027e4d384.jpg,2659.0,0.446875,0.400625,0.676667,0.494167
3962,Person,f68ebe3027e4d384.jpg,2660.0,0.49625,0.46,0.621667,0.5325
3963,Person,f68ebe3027e4d384.jpg,2661.0,0.553125,0.505,0.650833,0.4925
3964,Person,f68ebe3027e4d384.jpg,2662.0,0.57,0.554375,0.615,0.518333
3965,Person,f68ebe3027e4d384.jpg,2663.0,0.599375,0.556875,0.6425,0.499167
3966,Person,f68ebe3027e4d384.jpg,2664.0,0.8125,0.57375,0.999167,0.845833
3967,Person,f68ebe3027e4d384.jpg,2665.0,0.636875,0.600625,0.616667,0.549167
3968,Person,f68ebe3027e4d384.jpg,2666.0,0.644375,0.61,0.550833,0.465
3969,Person,f68ebe3027e4d384.jpg,2667.0,0.670625,0.640625,0.616667,0.550833
3970,Person,f68ebe3027e4d384.jpg,2668.0,0.6925,0.641875,0.628333,0.545833
3971,Person,f68ebe3027e4d384.jpg,2669.0,0.7,0.673125,0.550833,0.455
3972,Person,f68ebe3027e4d384.jpg,2670.0,0.710625,0.681875,0.484167,0.439167
3973,Person,f68ebe3027e4d384.jpg,2671.0,0.74,0.68875,0.623333,0.5475
3974,Person,f68ebe3027e4d384.jpg,2672.0,0.73375,0.695,0.535833,0.445833
3975,Person,f68ebe3027e4d384.jpg,2673.0,0.783125,0.718125,0.6425,0.530833
3976,Person,f68ebe3027e4d384.jpg,2674.0,0.755625,0.7275,0.4825,0.415
3977,Person,f68ebe3027e4d384.jpg,2675.0,0.76875,0.73125,0.599167,0.5325
3978,Person,f68ebe3027e4d384.jpg,2676.0,0.76625,0.74125,0.468333,0.423333
3979,Person,f68ebe3027e4d384.jpg,2677.0,0.794375,0.751875,0.62,0.458333
3980,Person,f68ebe3027e4d384.jpg,2678.0,0.78,0.753125,0.47,0.42
3981,Person,f68ebe3027e4d384.jpg,2679.0,0.80125,0.7775,0.473333,0.423333
3982,Person,f68ebe3027e4d384.jpg,2680.0,0.825625,0.790625,0.466667,0.41
3983,Person,f68ebe3027e4d384.jpg,2681.0,0.834375,0.8075,0.584167,0.463333
3984,Person,f68ebe3027e4d384.jpg,2682.0,0.845,0.81125,0.494167,0.418333
3985,Person,f68ebe3027e4d384.jpg,2683.0,0.99875,0.85375,0.999167,0.511667
3986,Person,f68ebe3027e4d384.jpg,2684.0,0.901875,0.871875,0.568333,0.46
3987,Person,f68ebe3027e4d384.jpg,2685.0,0.9275,0.876875,0.494167,0.3875
3988,Person,f68ebe3027e4d384.jpg,2686.0,0.936875,0.910625,0.525,0.47
3989,Person,f68ebe3027e4d384.jpg,2687.0,0.999375,0.985625,0.518333,0.435833
3990,Car,729f89799e2a7aeb.jpg,2190.0,0.77125,0.359375,0.994167,0.656667
3991,Truck,d0d15c8d32bcb616.jpg,1207.0,0.995313,0.0,0.953125,0.114063
3992,Truck,c9eba10a5e9c58b0.jpg,894.0,0.71,0.263125,0.773333,0.525
3993,Truck,0e57e2bbb4cb7191.jpg,125.0,0.954687,0.082813,0.955446,0.054455
3994,Car,478fddc7ff50ae3e.jpg,2038.0,0.825625,0.569375,0.998889,0.896667
3995,Truck,0c76d5cc168df7b6.jpg,1341.0,0.786875,0.54875,0.625,0.4575
3996,Person,8d3afde28b20921a.jpg,574.0,0.23125,0.135625,0.86064,0.513183
3997,Person,8d3afde28b20921a.jpg,575.0,0.32625,0.2625,0.86629,0.515066
3998,Person,8d3afde28b20921a.jpg,576.0,0.359375,0.299375,0.775895,0.584746
3999,Person,8d3afde28b20921a.jpg,577.0,0.463125,0.398125,0.849341,0.573446
4000,Person,8d3afde28b20921a.jpg,578.0,0.47875,0.42875,0.733522,0.590395
4001,Person,8d3afde28b20921a.jpg,579.0,0.503125,0.454375,0.803201,0.584746
4002,Person,8d3afde28b20921a.jpg,580.0,0.605625,0.52125,0.841808,0.527307
4003,Person,8d3afde28b20921a.jpg,581.0,0.59125,0.546875,0.731638,0.555556
4004,Person,8d3afde28b20921a.jpg,582.0,0.63125,0.593125,0.762712,0.549906
4005,Person,8d3afde28b20921a.jpg,583.0,0.675,0.599375,0.822034,0.590395
4006,Person,8d3afde28b20921a.jpg,584.0,0.645625,0.601875,0.797552,0.592279
4007,Person,8d3afde28b20921a.jpg,585.0,0.74,0.67375,0.818267,0.592279
4008,Person,8d3afde28b20921a.jpg,586.0,0.74125,0.685,0.702448,0.565913
4009,Person,8d3afde28b20921a.jpg,587.0,0.758125,0.718125,0.717514,0.588512
4010,Person,8d3afde28b20921a.jpg,588.0,0.924375,0.8775,0.789077,0.608286
4011,Person,8d3afde28b20921a.jpg,589.0,0.961875,0.8975,0.816384,0.608286
4012,Person,8d3afde28b20921a.jpg,590.0,0.98125,0.958125,0.760829,0.5960449999999999
4013,Person,8d3afde28b20921a.jpg,591.0,0.999375,0.963125,0.775895,0.590395
4014,Car,c1b126cfd6227578.jpg,443.0,0.999375,0.0,0.999167,0.0
4015,Truck,24dcf94129cbd73b.jpg,51.0,0.9475,0.2475,0.84375,0.175189
4016,Truck,1f7a1d64f2a83102.jpg,736.0,0.71,0.164375,0.799057,0.287736
4017,Person,d3ae02943d37c5b8.jpg,2361.0,0.21875,0.07,0.999062,0.467167
4018,Person,d3ae02943d37c5b8.jpg,2362.0,0.52125,0.2775,0.901501,0.045966
4019,Person,d3ae02943d37c5b8.jpg,2363.0,0.73125,0.6425,0.988743,0.532833
4020,Person,d3ae02943d37c5b8.jpg,2364.0,0.914375,0.849375,0.871482,0.699812
4021,Person,d3ae02943d37c5b8.jpg,2365.0,0.89,0.853125,0.532833,0.406191
4022,Person,d3ae02943d37c5b8.jpg,2366.0,0.93875,0.901875,0.501876,0.413696
4023,Person,d3ae02943d37c5b8.jpg,2367.0,0.98,0.913125,0.8517819999999999,0.6829270000000001
4024,Person,d3ae02943d37c5b8.jpg,2368.0,0.975625,0.945,0.521576,0.406191
4025,Person,d3ae02943d37c5b8.jpg,2369.0,0.999375,0.98,0.521576,0.406191
4026,Person,1e290ad96c1549f8.jpg,1203.0,0.41125,0.0575,0.990619,0.298311
4027,Car,ec2c81919554909b.jpg,1374.0,0.979375,0.0,1.0,0.0
4028,Car,ec2c81919554909b.jpg,1375.0,0.85875,0.13125,0.271667,0.080833
4029,Truck,affb66c65cec89d0.jpg,868.0,0.874444,0.13777799999999998,0.7956449999999999,0.236181
4030,Car,4dc431b1fcbad0f5.jpg,366.0,0.237473,0.045752,0.8442860000000001,0.74
4031,Car,4dc431b1fcbad0f5.jpg,367.0,0.250545,0.154684,0.771429,0.734286
4032,Car,4dc431b1fcbad0f5.jpg,368.0,0.33115500000000003,0.1939,0.748571,0.711429
4033,Car,4dc431b1fcbad0f5.jpg,369.0,0.30719,0.215686,0.797143,0.731429
4034,Car,4dc431b1fcbad0f5.jpg,370.0,0.32897600000000005,0.248366,0.778571,0.727143
4035,Car,4dc431b1fcbad0f5.jpg,371.0,0.374728,0.320261,0.78,0.728571
4036,Person,8745b30c5a45486e.jpg,2077.0,0.999109,0.035651,0.999375,0.170625
4037,Truck,6814e6d9c0c968e1.jpg,787.0,0.893597,0.001883,0.875625,0.28
4038,Car,a051a50e3727f20f.jpg,898.0,0.8175,0.55125,0.2625,0.080833
4039,Truck,daf6871be46fca20.jpg,1377.0,0.850625,0.145625,0.646667,0.221667
4040,Person,e1aa51df3fb14668.jpg,2395.0,0.648333,0.0,0.999375,0.0
4041,Person,e1aa51df3fb14668.jpg,2396.0,0.894167,0.404167,0.67,0.04
4042,Person,e1aa51df3fb14668.jpg,2397.0,0.999167,0.786667,0.998125,0.0
4043,Person,03e90e7b8226eb96.jpg,2126.0,0.661875,0.611875,0.707707,0.516917
4044,Car,b1d2b5b741f02400.jpg,36.0,0.95625,0.058125,0.934194,0.140645
4045,Truck,b443bba3be8d3d4e.jpg,261.0,0.8511569999999999,0.094434,0.8673200000000001,0.239537
4046,Car,6a4f5c88e28fc837.jpg,2359.0,0.64,0.26,0.7925,0.620833
4047,Car,131180f09b7d4506.jpg,1038.0,0.999023,0.399414,0.998536,0.474378
4048,Truck,a2aa7cc3130ec0e1.jpg,69.0,1.0,0.00122,0.771062,0.080586
4049,Truck,224c8bc860a81271.jpg,456.0,0.123171,0.002439,0.686813,0.335165
4050,Truck,224c8bc860a81271.jpg,457.0,0.917073,0.097561,0.950549,0.001832
4051,Truck,224c8bc860a81271.jpg,458.0,0.99878,0.712195,0.943223,0.260073
4052,Car,ce756ac03fee92d0.jpg,2022.0,0.65125,0.53625,0.498333,0.405
4053,Car,ce756ac03fee92d0.jpg,2023.0,0.791875,0.636875,0.501667,0.39
4054,Car,ce756ac03fee92d0.jpg,2024.0,0.805,0.72375,0.506667,0.419167
4055,Car,ce756ac03fee92d0.jpg,2025.0,0.85625,0.744375,0.5175,0.414167
4056,Car,d392e3f7f8c71309.jpg,1489.0,0.928125,0.76875,0.589063,0.45625
4057,Truck,193de4a2b77a4fc4.jpg,377.0,0.219375,0.038125,0.8630389999999999,0.565666
4058,Person,aae2048ca88fda00.jpg,1019.0,0.450625,0.330625,0.583264,0.239331
4059,Person,aae2048ca88fda00.jpg,1020.0,0.383125,0.073125,0.928033,0.45272
4060,Person,aae2048ca88fda00.jpg,1021.0,0.65875,0.4525,0.752301,0.280335
4061,Car,ec0ff16002894ae3.jpg,336.0,0.28,0.138125,0.6825,0.413333
4062,Car,ec0ff16002894ae3.jpg,337.0,0.731875,0.0,0.999167,0.0
4063,Car,7194ba9a1be02dfa.jpg,839.0,0.950195,0.700195,0.998264,0.59375
4064,Truck,994cb2e0e7db69c5.jpg,767.0,0.93375,0.595,0.9725,0.656667
4065,Truck,994cb2e0e7db69c5.jpg,768.0,0.649375,0.6075,0.740833,0.6533329999999999
4066,Truck,874fbe4e27adf3a0.jpg,143.0,0.95,0.131707,0.941463,0.203252
4067,Truck,e543797a03660733.jpg,876.0,0.145625,0.013125,0.807527,0.688172
4068,Person,1485210675775bb3.jpg,1413.0,0.71732,0.388889,0.973856,0.168301
4069,Truck,76098d0b4e15b50e.jpg,257.0,0.97,0.201875,0.860146,0.226691
4070,Truck,cd34b0f0a6a7bb11.jpg,571.0,0.798125,0.3675,0.579194,0.32521100000000003
4071,Person,7a339ec56e60e164.jpg,877.0,0.4025,0.1,0.763602,0.334897
4072,Person,7a339ec56e60e164.jpg,878.0,0.999375,0.638125,0.922139,0.4165100000000001
4073,Car,ba6d68d8f4cb212b.jpg,1748.0,0.134375,0.0,0.5746479999999999,0.430047
4074,Car,ba6d68d8f4cb212b.jpg,1749.0,0.999375,0.0,0.917371,0.353052
4075,Car,ba6d68d8f4cb212b.jpg,1750.0,0.355,0.034375,0.620657,0.426291
4076,Car,ba6d68d8f4cb212b.jpg,1751.0,0.549375,0.341875,0.538028,0.418779
4077,Car,ba6d68d8f4cb212b.jpg,1752.0,0.804375,0.538125,0.5342720000000001,0.404695
4078,Car,ba6d68d8f4cb212b.jpg,1753.0,0.865,0.645625,0.4835680000000001,0.356808
4079,Car,ba6d68d8f4cb212b.jpg,1754.0,0.998125,0.756875,0.543662,0.374648
4080,Person,787d8e97545d2f25.jpg,3623.0,0.8325,0.234375,0.976504,0.114662
4081,Person,7399209b34e7d33f.jpg,3592.0,0.96375,0.648125,0.979458,0.157796
4082,Person,7399209b34e7d33f.jpg,3593.0,0.154375,0.0125,0.995331,0.141923
4083,Person,7399209b34e7d33f.jpg,3594.0,0.614375,0.0125,0.999066,0.109244
4084,Person,7399209b34e7d33f.jpg,3595.0,0.72375,0.58875,0.874883,0.247432
4085,Truck,45f8e2dfbd36b969.jpg,68.0,0.988125,0.0725,0.946667,0.14
4086,Truck,32eba5f624513f71.jpg,1360.0,0.43625,0.016875,0.864916,0.34427800000000003
4087,Car,ef8bad82dad0c906.jpg,1243.0,0.999375,0.04375,0.999063,0.0
4088,Car,ef8bad82dad0c906.jpg,1244.0,0.709375,0.4575,0.26523,0.0
4089,Car,ef8bad82dad0c906.jpg,1245.0,0.999375,0.62,0.563262,0.0
4090,Truck,b64d91dccf3ed45c.jpg,794.0,0.985625,0.81,0.513784,0.359231
4091,Car,4463a3729ad95c41.jpg,101.0,0.618125,0.128125,0.958333,0.558333
4092,Car,4463a3729ad95c41.jpg,102.0,0.755,0.391875,0.766667,0.524167
4093,Car,4463a3729ad95c41.jpg,103.0,0.859375,0.540625,0.646667,0.4725
4094,Person,c0d1ea5598513170.jpg,2228.0,0.264375,0.054375,0.999066,0.259571
4095,Person,c0d1ea5598513170.jpg,2229.0,0.29,0.223125,0.72549,0.422969
4096,Person,c0d1ea5598513170.jpg,2230.0,0.34625,0.310625,0.621849,0.437909
4097,Person,c0d1ea5598513170.jpg,2231.0,0.416875,0.369375,0.625584,0.436041
4098,Person,c0d1ea5598513170.jpg,2232.0,0.529375,0.515,0.540616,0.504202
4099,Person,c0d1ea5598513170.jpg,2233.0,0.55375,0.530625,0.553688,0.507937
4100,Car,db0dafc1df7ce655.jpg,667.0,0.04625,0.0,0.785311,0.680791
4101,Car,db0dafc1df7ce655.jpg,668.0,0.13,0.055625,0.741055,0.678908
4102,Car,db0dafc1df7ce655.jpg,669.0,0.270625,0.14,0.800377,0.695857
4103,Car,db0dafc1df7ce655.jpg,670.0,0.71125,0.555,0.848399,0.712806
